"group","metric","site_name","reporting_area","Ii","Z.Ii","p","p_fdr_metric","sig_p05","sig_fdr05","cluster","site_number","p450","sod","shell","length","height","width","weight_change","weight_initial","weight_final","ci1","ci2","ci3","ibr_bio","ibr_morph","ibr_combined","chlordane_index","ddt_index","hch_index","heavy_metal_index","nutrient_metal_index","total_metal_index","pah_lmw_index","pah_hmw_index","pah_add_index","total_pah_index","pbde_index","pcb_index","pesticide_index","total_con_index","z_alpha_chlordane","z_beta_chlordane","z_trans_nonachlor","z_opDDD","z_opDDT","z_ppDDD","z_ppDDT","z_ppDDE","z_alpha_hexachlorocyclohexane","z_beta_hexachlorocyclohexane","z_gamma_hexachlorocyclohexane","z_arsenic","z_cadmium","z_mercury","z_copper","z_lead","z_zinc","z_acenaphthene","z_acenaphthylene","z_C1.dibenzothiophenes","z_C1.fluorenes","z_C1.naphthalenes","z_C1.phenanthrenes_anthracenes","z_C2.dibenzothiophenes","z_C2.fluorenes","z_C2.naphthalenes","z_C2.phenanthrenes_anthracenes","z_C3.dibenzothiophenes","z_C3.fluorenes","z_C3.naphthalenes","z_C3.phenanthrenes_anthracenes","z_C4.dibenzothiophenes","z_C4.naphthalenes","z_C4.phenanthrenes_anthracenes","z_dibenzothiophene","z_fluorene","z_naphthalene","z_phenanthrene","z_benz_a_anthracene","z_benzo_a_pyrene","z_benzo_b_fluoranthene","z_benzo_e_pyrene","z_benzo_ghi_perylene","z_benzo_k_fluoranthene","z_C1.benzanthracenes_chrysenes","z_C1.fluoranthenes_pyrenes","z_C2.benzanthracenes_chrysenes","z_C2.fluoranthenes_pyrenes","z_C3.benzanthracenes_chrysenes","z_C3.fluoranthenes_pyrenes","z_C4.benzanthracenes_chrysenes","z_C4.fluoranthenes_pyrenes","z_chrysene","z_dibenz_ah_anthracene","z_fluoranthene","z_indeno_123cd_pyrene","z_perylene","z_pyrene","z_1.methylnaphthalene","z_1.methylphenanthrene","z_1_7.dimethylphenanthrene","z_2.methylnaphthalene","z_235.trimethylnaphthalene","z_26.dimethylnaphthalene","z_3.methylphenanthrene","z_9.methylphenanthrene","z_retene","z_BDE100","z_BDE047","z_BDE099","z_PCB101","z_PCB105","z_PCB110","z_PCB118","z_PCB128","z_PCB138","z_PCB149","z_PCB151","z_PCB153","z_PCB156","z_PCB158","z_PCB017","z_PCB170","z_PCB177","z_PCB018","z_PCB180","z_PCB183","z_PCB187","z_PCB028","z_PCB031","z_PCB033","z_PCB044","z_PCB049","z_PCB052","z_PCB066","z_PCB070","z_PCB074","z_PCB087","z_PCB095","z_PCB099","z_dieldrin","z_mirex","z_arsenic.1","z_cadmium.1","z_mercury.1","z_copper.1","z_lead.1","z_zinc.1"
"morphometrics","width","Broad Spit","12",0.00436415174820151,1.18748635434541,0.235035835894475,0.885810922838261,FALSE,FALSE,"NS","30",-0.079949789,-1.038652798,0.119848324,-0.012861448,-0.126613487,-0.102438061,-0.21056707,-0.222709667,-0.253924125,0.031130107,0.013390815,-0.17706401,1.762640142,0.70836621,2.471006352,0,0,0,4.898880653,3.488904464,8.387785117,0.941057984,0.059126699,2.368014052,3.368198735,0,8.463128429,0,20.21911228,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-1.30207477,-0.149905073,-0.444459571,-0.115470054,-1.692407461,0.263411716,-3.849338902,-0.769497235,-1.619503988,-1.997961723,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.33920692,-0.364053743,-0.460124335,-1.191647781,-0.36920292,-0.490803088,-0.531040676,-0.224736767,-0.610863769,-0.533631239,-0.537699649,-0.735440838,-0.185435908,-0.216105622,-0.375148115,-0.268873953,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.362816023,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.348700113,-0.283220912,-0.306357443,-0.359927918,-0.389083926,-0.326248892,-0.191452626,-0.399678273,-0.69922958,-0.397009614,-0.181678694,-0.239741722,-0.396374531,-0.301703671,-0.844367368,-0.22868603,-0.770030137,-0.605705551,-0.935205172,-0.055838547,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.697549527,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,-1.324994538,-0.500898343,-0.286546897,-0.696907777,-2.137006803,-1.458940947,0.085117318,-0.648232377,-0.421261862,-1.487008635,-0.799739964,0.225572121,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,-1.692407461,0.263411716,-3.849338902,-0.769497235,-1.619503988,-1.997961723
"morphometrics","width","Browns Point Lighthouse","11",-0.119059648645887,-0.86846580142053,0.385139386105905,0.885810922838261,FALSE,FALSE,"NS","54",1.692194057,-2.282096956,0.482832058,-0.013139591,-0.094866868,-0.072498266,-0.052009259,-0.039535313,-0.016449073,0.12827297,-0.011282252,-0.016138002,4.040994149,0.819905234,4.860899383,4.414928496,4.523874106,0,7.182151453,1.791750164,8.973901617,5.24726184,2.484056677,4.140664638,11.87198316,0,16.34937702,1.520919492,47.65498389,1.629543284,2.044971933,-0.406375009,-0.447637892,-0.229593899,0.536039497,1.236291021,0.525541096,-0.149905073,-0.444459571,-0.115470054,0.603302776,-0.323811854,0.142418565,0.086352558,-0.06064209,0.867981215,-0.087049987,-0.160755402,-0.234492818,-0.283694536,0.172738293,-0.184450412,0.005425261,-0.038867925,-1.191647781,-0.12921751,0.010770636,0.021061683,0.206659221,-0.232289369,0.020232464,-0.098276583,-0.035129149,-0.185435908,-0.109698573,-0.375148115,-0.183703406,-0.225251704,-0.302027749,-0.280245446,-0.248130462,-0.410055899,-0.27521795,-0.210261691,-0.22097062,-0.141702528,-0.218288338,0.013159854,-0.204676738,-0.346068858,-0.395481464,-0.221643391,-0.283220912,-0.225736567,-0.359927918,-0.389083926,-0.215906448,-0.191452626,-0.020316909,-0.011204972,0.418214346,-0.181678694,-0.239741722,-0.19317501,-0.13247199,0.452702986,-0.22868603,-0.770030137,-0.605705551,0.061746696,0.409482677,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.003278502,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.47526978,-0.500898343,-0.286546897,0.276168241,0.13640469,0.569396291,0.510703911,0.966964576,-0.421261862,0.356390499,0.581389908,0.62297267,-0.263493966,-0.634168596,0.212258277,0.33342373,1.010566507,-0.115470054,0.603302776,-0.323811854,0.142418565,0.086352558,-0.06064209,0.867981215
"morphometrics","width","Cap Sante","7",0.505960274585452,1.45381010660974,0.145998960683226,0.885810922838261,FALSE,FALSE,"NS","64",0.602164164,0.397814101,0.359074096,-0.105277684,-0.259203146,-0.1858928,-0.576094204,-0.53533208,-0.458665986,-0.02588507,-0.040385273,-0.259823796,2.084572725,1.493017101,3.577589826,0,3.005963896,2.138437556,7.703035218,0.989468613,8.692503831,7.813565022,3.304284261,2.201870905,13.31972019,0,13.90623614,0,41.06286161,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,0.199519166,0.542265373,0.038176865,-0.149905073,1.693977986,-0.115470054,-1.02591094,0.137578094,-0.504521438,-0.587197392,-0.786930019,-0.486828174,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.271500948,0.061548654,-0.460124335,0.057583619,-0.135070813,0.670736061,-0.132300084,-0.224736767,0.040721016,1.135547043,-0.144531643,0.154144281,-0.185435908,-0.216105622,-0.375148115,-0.254678862,-0.303360783,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.27382839,-0.278759488,0.045349797,-0.189894954,0.624153074,0.074216622,-0.346068858,0.042982783,-0.327523992,-0.283220912,-0.28231262,-0.359927918,-0.389083926,-0.284870476,-0.191452626,-0.399678273,-0.69922958,-0.397009614,-0.181678694,-0.239741722,-0.260908184,-0.301703671,-0.99696388,-0.22868603,-0.770030137,-0.605705551,-0.806566221,-1.335471913,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-1.276108715,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,-1.324994538,-0.500898343,-0.286546897,-0.696907777,0.212185073,-1.458940947,0.170234637,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,-1.02591094,0.137578094,-0.504521438,-0.587197392,-0.786930019,-0.486828174
"morphometrics","width","Chambers Bay Park","13",-0.0829527580962705,-0.539390186594423,0.589617650935729,0.885810922838261,FALSE,FALSE,"NS","56",1.607100703,0.084869129,0.789066354,-0.048475059,-0.155967517,-0.137329051,-0.448502857,-0.295533904,0.010484414,-0.106929065,-0.151558214,-0.300932651,2.046612325,1.616172341,3.662784667,0,0.852887404,0,7.099151142,0.74916792,7.848319061,1.391544039,0.93444923,2.578658331,4.9046516,0,11.38149971,1.013946328,26.0013041,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.449187366,-0.149905073,-0.444459571,-0.115470054,-0.137248913,-0.030200069,-0.38752165,-0.481655377,-0.348500111,0.086360414,-0.229236898,-0.160755402,-0.234492818,-0.283694536,0.084715383,-0.310190075,-0.364053743,-0.460124335,-1.191647781,-0.30481659,-0.490803088,-0.328603144,-0.024445773,-0.505299754,-0.533631239,-0.537699649,-0.48938538,-0.185435908,-0.216105622,-0.375148115,-0.266034935,-0.294551488,-0.302027749,-0.311557787,-0.319452561,-0.410055899,-0.340758568,-0.342480426,-0.305027155,-0.394223166,-0.343219229,-0.550833887,-0.372012754,-0.346068858,-0.395481464,-0.322229962,-0.283220912,-0.289384627,-0.359927918,-0.222420251,-0.289468078,-0.191452626,-0.399678273,-0.374875122,0.271206747,-0.181678694,-0.239741722,-0.303241417,-0.301703671,-0.233981319,-0.22868603,-0.770030137,-0.605705551,-0.324170156,0.118656912,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.176846258,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,-0.004800705,-0.500898343,-0.286546897,0.137157382,-0.09093646,0.185656814,0.170234637,0.563165338,-0.421261862,-0.104459284,0.252549462,0.395886642,-0.263493966,0.625278382,-0.011014805,0.052973864,0.503593343,-0.115470054,-0.137248913,-0.030200069,-0.38752165,-0.481655377,-0.348500111,0.086360414
"morphometrics","width","Cherry Point Aquatic Reserve, Conoco Phillips","7",1.25451151036271,2.23113171996539,0.0256724051752905,0.379951596594299,TRUE,FALSE,"Low-Low","75",0.847157948,-2.055454325,0.508169283,-0.08512171,-0.175739331,-0.238947779,-0.45034229,-0.349113008,-0.13666493,0.049397463,-0.100470934,-0.192520477,2.902612273,1.495792842,4.398405115,0,1.005188726,1.761066223,6.704010387,1.323529208,8.027539595,3.203084453,3.015825558,2.457858943,8.676768954,0,13.35134807,0,32.82191157,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.296886044,-0.149905073,1.316606652,-0.115470054,-0.211304082,0.934524367,0.108006863,-0.483574323,-0.609786622,-0.747368441,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.252156384,-0.364053743,-0.460124335,0.146814433,-0.234576958,-0.490803088,-0.531040676,-0.224736767,-0.386995254,-0.533631239,-0.260169292,-0.337966636,-0.185435908,-0.216105622,-0.375148115,-0.183703406,-0.260488883,-0.302027749,-0.313123404,-0.293036969,-0.410055899,-0.333651754,-0.303069072,-0.273505955,-0.141702528,-0.23248503,0.310823217,0.074216622,-0.346068858,-0.041720537,-0.295759812,-0.283220912,-0.244123784,-0.359927918,-0.389083926,-0.243492059,-0.191452626,-0.399678273,-0.69922958,-0.397009614,-0.181678694,-0.239741722,-0.233814914,-0.301703671,-0.768069112,-0.22868603,-0.770030137,-0.605705551,-0.742246746,0.002326606,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.639693608,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.715305022,-0.500898343,-0.286546897,-0.696907777,0.666867371,0.624216217,0.425586592,0.966964576,-0.421261862,0.125965607,0.515621819,0.679744177,-0.263493966,-0.634168596,-0.278942505,-1.068825603,-0.510352985,-0.115470054,-0.211304082,0.934524367,0.108006863,-0.483574323,-0.609786622,-0.747368441
"morphometrics","width","Chimacum Creek delta","9",-0.344964228722016,-1.66429420164348,0.0960536505909335,0.884917302229631,FALSE,FALSE,"NS","8",0.333181042,-4.545654227,0.562940227,-0.053924075,-0.036482998,-0.150057009,-0.304629859,-0.153199017,0.139309332,-0.064410983,-0.150323221,-0.150472468,4.979870739,1.273030949,6.252901688,0,0,0,7.067089176,9.658848982,16.72593816,2.480227112,0.393581118,2.750401215,5.624209445,0,17.22049271,0,39.57064032,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-1.30207477,-0.149905073,-0.444459571,-0.115470054,0.084916594,0.137578094,-0.029639946,7.685377626,0.103215553,0.972197322,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.310190075,-0.364053743,-0.460124335,-0.031647195,-0.480415671,-0.490803088,-0.531040676,-0.224736767,-0.505299754,-0.533631239,-0.283296821,-0.565094752,-0.185435908,-0.216105622,-0.375148115,-0.254678862,-0.315693795,-0.302027749,-0.342087318,-0.362598028,-0.410055899,-0.358920426,-0.426388469,-0.313432808,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.348700113,-0.283220912,-0.287970225,-0.359927918,-0.195905575,-0.282571675,-0.191452626,-0.399678273,-0.69922958,-0.397009614,-0.181678694,-0.239741722,-0.284614794,-0.301703671,-0.424726959,-0.22868603,-0.770030137,-0.605705551,-0.742246746,-1.335471913,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.523981771,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.595287401,-0.500898343,-0.286546897,-0.696907777,0.13640469,0.295296665,0.595821229,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,0.084916594,0.137578094,-0.029639946,7.685377626,0.103215553,0.972197322
"morphometrics","width","Chuckanut, Clark's Point","7",0.0626685222950281,2.73914119070171,0.00615999129861171,0.160426125487891,TRUE,FALSE,"Low-Low","74",0.242476201,-0.250348838,0.212209897,-0.039570543,-0.064600205,-0.10850992,-0.198638052,-0.168433773,-0.108532578,0.013885782,-0.028876674,-0.083709739,1.634552516,0.948975094,2.58352761,0,2.70902694,0,8.991669663,2.709440795,11.70111046,3.339112525,0.667355314,5.199915646,9.206383485,0,16.02104717,0,39.63756806,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,0.681070503,0.342779509,-0.149905073,-0.444459571,-0.115470054,-0.35941442,-0.785201802,0.527829631,1.18015162,-0.184642468,0.815873162,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.290845511,-0.364053743,-0.460124335,0.146814433,-0.480415671,-0.490803088,-0.362342733,-0.224736767,-0.477998715,-0.533631239,-0.260169292,-0.148693206,-0.185435908,-0.216105622,-0.375148115,-0.229127698,-0.283980335,-0.302027749,-0.32016868,-0.362598028,-0.410055899,-0.335231046,-0.347565762,-0.299773622,-0.546982565,-0.327602867,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.306347872,-0.283220912,-0.283727021,-0.359927918,-0.226208062,-0.284870476,-0.191452626,-0.399678273,-0.394532968,-0.397009614,-0.181678694,-0.239741722,-0.276148148,-0.301703671,1.711624213,-0.22868603,-0.770030137,-0.605705551,-0.806566221,0.176822065,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.58183769,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.595287401,-0.500898343,-0.286546897,-0.696907777,0.13640469,0.35011659,0.510703911,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,-0.35941442,-0.785201802,0.527829631,1.18015162,-0.184642468,0.815873162
"morphometrics","width","Commencement Bay Skookum","11",0.111427228339793,0.514874261443855,0.606640887796405,0.885810922838261,FALSE,FALSE,"NS","45",1.508762665,-0.401355539,0.308131942,-0.110533989,-0.157945969,-0.155678117,-0.457091803,-0.379689509,-0.211885369,-0.033130811,-0.076656332,-0.118484086,2.274540177,1.189381819,3.463921996,9.163160314,18.48282344,0,8.071072634,0.902405121,8.973477755,10.91991471,4.415327323,6.075471698,21.41071373,5.980601374,31.77520869,2.112388183,97.89837349,2.806752749,2.99759861,2.212020668,1.067638469,4.606031035,1.007167962,5.631786792,3.266964895,-0.149905073,-0.444459571,-0.115470054,-0.803745434,-0.197978232,-0.249874841,-0.27824713,-0.096070769,-0.017855693,0.007741287,-0.160755402,-0.234492818,0.142034402,-0.315388755,-0.063546891,0.197180188,0.129634639,1.306815018,0.104914597,0.301155423,0.051734036,-0.224736767,0.222727939,0.156801596,0.294891423,0.40019974,-0.185435908,-0.060041951,-0.375148115,-0.092854823,-0.066684402,-0.302027749,-0.17848034,-0.124857699,-0.410055899,-0.180460431,-0.006848252,-0.105392885,0.138875959,-0.062124725,0.310823217,0.004493282,-0.346068858,-0.395481464,-0.05752846,-0.283220912,-0.143701289,-0.359927918,-0.389083926,-0.156137624,-0.191452626,0.011296538,0.234518102,-0.397009614,-0.181678694,-0.239741722,-0.125441837,-0.044642889,1.139387292,-0.22868603,2.021282589,2.583583097,0.897899876,1.04929936,-0.574233955,-0.402812367,-0.474532547,-0.377375669,0.575280686,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.835322643,1.110903256,-0.286546897,0.878548633,1.045769287,1.007955694,0.510703911,2.339881986,2.369784045,1.566121181,1.699447423,2.155803358,-0.263493966,1.514299779,1.150005226,0.894323464,1.602035198,-0.115470054,-0.803745434,-0.197978232,-0.249874841,-0.27824713,-0.096070769,-0.017855693
"morphometrics","width","Commencement Bay, Dick Gilmur Launch","11",-0.176072563268596,-0.920432072944704,0.3573470146231,0.885810922838261,FALSE,FALSE,"NS","48",0.789774781,0.086434538,0.441809756,0.03392878,-0.056762226,-0.060528876,-0.040481948,-0.048626005,-0.077076953,0.042792062,0.008522054,-0.140287936,1.5431623,0.856205491,2.399367791,8.071134522,16.13265701,0,10.36687348,1.84167599,12.20854947,11.22040322,4.210887135,4.279995521,19.71128588,8.362130045,45.59350654,1.605415019,111.6846785,2.057619453,2.759441941,2.107284841,1.067638469,4.134262748,1.523165803,4.151198742,2.353156962,-0.149905073,-0.444459571,-0.115470054,-1.396186785,-1.749926239,-0.098463351,-0.383789145,-0.096070769,-0.851584548,0.02748947,-0.160755402,-0.234492818,0.104607682,0.484819521,-0.092563736,0.197180188,0.17176028,1.663738275,-0.000444851,0.406749891,0.235768155,0.468578214,0.049821362,0.376829642,0.156126244,0.191998967,-0.185435908,-0.031666738,-0.375148115,-0.078659732,-0.166523074,-0.302027749,-0.248933106,-0.116052502,-0.410055899,-0.25152857,-0.108554972,-0.126407019,0.045349797,-0.076321417,0.224657507,-0.041988945,-0.346068858,0.013087493,-0.142232941,-0.283220912,-0.129557276,-0.359927918,-0.389083926,-0.123954411,-0.191452626,0.011296538,0.037939643,0.939423107,-0.181678694,-0.239741722,-0.108508544,-0.023221157,0.223808218,3.127032883,1.630498807,2.000176637,0.865740138,0.700308442,2.231083304,2.779579708,-0.474532547,2.507759414,0.343857011,-0.325643257,1.77885084,-0.115470054,-0.162716982,3.713392342,-0.115470054,-0.286085169,2.275534098,0.676956671,-0.286546897,0.69320082,1.424671202,1.446515097,1.446994414,2.016842595,1.9232167,1.278090066,1.765215512,-0.966629525,3.420955557,1.440214663,0.83742291,0.707356886,1.095062034,-0.115470054,-1.396186785,-1.749926239,-0.098463351,-0.383789145,-0.096070769,-0.851584548
"morphometrics","width","Commencement Bay, Milwaukee Waterway","11",0.116332035897216,0.492364444868376,0.622461729562021,0.885810922838261,FALSE,FALSE,"NS","49",1.686850849,-2.581698221,0.431690592,-0.090652359,-0.22005727,-0.161024934,-0.379193231,-0.314618899,-0.178589212,0.092392119,-0.063949796,-0.108243564,4.683419165,1.293380459,5.976799624,10.87012993,3.69043959,0,10.18437232,2.711684933,12.89605726,10.31302099,3.010031502,4.694796636,18.01784913,4.85678793,26.16235632,0,76.49362016,3.127809875,4.069303622,2.526228149,-0.447637892,-0.229593899,0.468735431,0.866144009,0.129557658,-0.149905073,-0.444459571,-0.115470054,-1.02591094,-1.875759861,-0.036522287,0.930688676,-0.370643035,-1.007908708,-0.049528441,-0.160755402,-0.234492818,0.039110922,0.332779948,-0.165105849,0.103641199,0.045383357,1.574507461,-0.076537786,0.195560955,0.205095802,0.437764215,-0.013881061,0.452701383,0.202381304,0.229853653,-0.185435908,-0.089835924,-0.375148115,-0.175186351,-0.236997431,-0.302027749,-0.295901616,-0.248130462,-0.410055899,-0.32259671,-0.146694991,-0.210463553,0.076525184,-0.189894954,0.232490753,-0.111712285,-0.346068858,-0.395481464,-0.232231452,-0.283220912,-0.229979771,-0.359927918,-0.389083926,-0.222802851,-0.191452626,0.011296538,0.037939643,0.68550089,-0.181678694,-0.239741722,-0.176241717,-0.12604547,1.063089035,-0.22868603,1.714238189,1.766814053,-0.25985068,0.351317524,1.322318558,1.907691468,-0.474532547,1.526813486,-0.263630137,-0.325643257,0.950349555,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.955340265,-0.500898343,-0.286546897,-0.696907777,1.12154967,1.336875247,1.021407821,1.209244119,-0.421261862,0.529209168,0.712926086,-0.966629525,-0.263493966,-0.634168596,0.122949044,0.146457153,-0.510352985,-0.115470054,-1.02591094,-1.875759861,-0.036522287,0.930688676,-0.370643035,-1.007908708
"morphometrics","width","Des Moines Marina","11",0.103735674091696,0.737828913146109,0.460618421076818,0.885810922838261,FALSE,FALSE,"NS","21",1.865289825,-0.653759032,0.707931391,-0.024700211,-0.151255813,-0.070348053,-0.304475465,-0.195932927,0.032064783,-0.058293663,-0.107889768,-0.23373842,3.044934368,1.262972505,4.307906872,2.304188196,13.28966143,0,7.545278719,1.215321411,8.76060013,131.6057424,91.87726251,58.5246115,282.0076164,0,15.8201363,1.520919492,323.7031219,-0.40381852,-0.336594759,1.897813187,1.588514718,5.077799321,3.273071528,-0.383102158,0.83014374,-0.149905073,-0.444459571,-0.115470054,-0.063193744,0.598968042,0.761829207,-0.220678758,-0.06949926,0.607440948,8.064999608,7.143641505,7.443008223,7.66948343,7.686694007,6.842462252,6.651370392,6.279978234,-1.191647781,5.958217275,5.316892658,4.989982907,8.24911301,4.681897556,3.715186207,6.863109876,3.409647271,8.172989539,8.29645826,-0.375148115,7.893303446,6.111567521,5.318836073,5.802176668,4.65636448,3.747887575,4.012559795,3.769013699,5.416070738,3.194063929,4.253669679,3.130791924,3.467419171,2.427412636,3.690208109,5.935313558,5.027171185,6.178672666,4.488946648,3.360848775,5.880513606,7.900745526,6.871414537,4.706678053,7.220656895,7.953188214,7.430095694,6.884941606,6.981685145,0.757896011,-0.22868603,-0.770030137,-0.605705551,-0.034732517,0.46764783,-0.574233955,-0.402812367,-0.474532547,-0.377375669,-0.003278502,-0.325643257,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.715305022,-0.500898343,-0.286546897,-0.696907777,0.287965456,0.569396291,0.510703911,-0.648232377,-0.421261862,0.18357183,0.647157997,0.679744177,-0.263493966,0.921618848,0.212258277,0.33342373,1.010566507,-0.115470054,-0.063193744,0.598968042,0.761829207,-0.220678758,-0.06949926,0.607440948
"morphometrics","width","Discovery Bay","6",0.441458895523787,1.02500946163745,0.305358723257599,0.885810922838261,FALSE,FALSE,"NS","12",0.776495727,-0.899509412,0.385687863,-0.023346452,-0.044489747,0.002147859,-0.044334454,-0.001148047,0.096358006,0.021119793,-0.042317341,0.021938536,2.572494872,0.749517757,3.322012629,0,0.670125818,0,5.037097613,1.731223884,6.768321497,5.512939392,1.083096793,4.451441862,11.04747805,0,19.11641045,0,37.60233582,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.631948953,-0.149905073,-0.444459571,-0.115470054,1.121688959,1.857304263,0.252536013,-0.27824713,-0.39278596,1.389061749,-0.229236898,-0.160755402,-0.234492818,-0.283694536,-0.315388755,-0.232811821,-0.364053743,-0.278984079,-0.12087801,-0.181897234,-0.490803088,-0.374611674,-0.224736767,-0.368794561,-0.533631239,-0.322613622,-0.413676008,-0.185435908,-0.149423871,1.79781367,-0.135440096,-0.231124567,-0.302027749,-0.264589276,-0.314169443,-0.410055899,-0.29101087,-0.339937758,-0.268252421,-0.546982565,-0.313406175,-0.550833887,-0.3813092,-0.346068858,-0.395481464,-0.290465782,-0.283220912,-0.242709383,-0.359927918,-0.222420251,-0.254986064,-0.191452626,-0.203674901,-0.060349587,-0.397009614,-0.181678694,-0.239741722,-0.210108304,-0.196737185,0.261957346,-0.22868603,-0.770030137,-0.605705551,-0.999524647,-1.335471913,0.492576833,-0.402812367,-0.474532547,-0.377375669,-0.726477487,-0.325643257,0.398015365,-0.115470054,-0.162716982,-0.314942546,-0.115470054,-0.286085169,0.055208106,-0.500898343,-0.286546897,-0.696907777,-0.394057992,-0.088442813,-1.617229051,-0.648232377,-0.421261862,-1.487008635,-0.799739964,-0.966629525,-0.263493966,-0.634168596,-1.12738022,-1.068825603,-0.510352985,-0.115470054,1.121688959,1.857304263,0.252536013,-0.27824713,-0.39278596,1.389061749
"morphometrics","width","Donkey Creek Delta","11",-0.0491650067523452,-0.128469890063286,0.897777124993571,0.978179778435798,FALSE,FALSE,"NS","44",0.718920967,-5.026790001,0.267014422,0.013696975,-0.124467304,-0.034681215,-0.10057176,-0.115735453,-0.155577931,0.044624281,0.016310298,-0.147671105,5.811225325,0.581264106,6.392489431,0,1.187950313,0,5.880493251,6.008509269,11.88900252,3.317907384,4.882011285,2.540283678,10.74020235,0.642001927,30.25764743,0,54.71680454,-0.40381852,-0.336594759,-0.406375009,-0.447637892,-0.229593899,-0.540825564,-0.383102158,-0.114124457,-0.149905073,-0.444459571,-0.115470054,0.529247607,0.51507896,-0.394403991,0.086352558,4.416657282,0.607440948,-0.100873714,-0.160755402,-0.234492818,-0.283694536,0.180740376,-0.237647962,-0.364053743,-0.148394592,-1.191647781,-0.205310445,-0.110663003,-0.10162773,-0.224736767,-0.305092138,-0.040464928,-0.283296821,-0.319039293,-0.185435908,-0.128142462,-0.375148115,-0.186542424,-0.201760252,-0.154219849,-0.147168,-0.195299278,0.180809752,-0.101495832,-0.172121671,-0.210463553,-0.141702528,-0.218288338,0.028826347,-0.204676738,-0.346068858,-0.071615827,-0.152821001,-0.283220912,-0.214421356,0.162841371,-0.104998116,-0.204412443,-0.191452626,-0.187868178,-0.281500354,0.431578673,-0.181678694,-0.239741722,-0.227041597,-0.179599799,-0.615472599,-0.22868603,-0.12802821,-0.605705551,1.444615416,0.816638748,-0.574233955,-0.402812367,1.603712184,-0.377375669,1.269551711,1.861512947,-0.556016418,-0.115470054,-0.162716982,-0.314942546,-0.115470054,1.987439354,-1.324994538,1.296880363,2.277722211,1.619939885,-2.137006803,-1.458940947,0.255351955,0.886204728,1.476649354,0.932452729,1.107534621,0.963601711,-0.263493966,1.143874197,1.016041376,1.501964841,-0.510352985,-0.115470054,0.529247607,0.51507896,-0.394403991,0.086352558,4.416657282,0.607440948
